-111.93279, 33.41464, Chick-fil-A - Tempe, USA-(AZ) Tempe, 1290 S Normal Ave, +1 480-727-3463
-121.28625, 38.78408, Chick-fil-A - Roseville, USA-(CA) Roseville, 912 Pleasant Grove Blvd, +1 916-773-5558
-111.92638, 33.65561, Chick-fil-A - Phoenix, USA-(AZ) Phoenix, 7000 E Mayo Blvd, +1 480-419-6039
-121.39292, 38.42328, Chick-fil-A - Elk Grove, USA-(CA) Elk Grove, 8430 Bond Rd, +1 916-714-0744
-118.08533, 33.83074, Chick-fil-A - Long Beach, USA-(CA) Long Beach, 7681 Carson Blvd, +1 562-425-4232
-104.77063, 39.54993, Chick-fil-A - Parker, USA-(CO) Parker, 9335 Crown Crest Blvd, +1 303-805-8575
-111.86157, 40.62362, Chick-fil-A - Midvale, USA-(UT) Midvale, 1088 Fort Union Blvd, +1 801-562-5900
-111.83467, 41.75633, Chick-fil-A - Logan, USA-(UT) Logan, 1323 N Main St, +1 435-755-8300
-110.95228, 32.23300, Chick-fil-A - Tucson, USA-(AZ) Tucson, 1303 E University Blvd, +1 520-626-0020
-111.89082, 40.56727, Chick-fil-A - Sandy, USA-(UT) Sandy, 10090 S State St, +1 801-563-9716
-108.58427, 39.08004, Chick-fil-A - Grand Junction, USA-(CO) Grand Junction, 522 Bogart Ln, +1 970-241-0352
-111.98394, 41.19457, Chick-fil-A - Ogden, USA-(UT) Ogden, 3651 Wall Ave, +1 801-394-1941
-110.91577, 32.22185, Chick-fil-A - Tucson, USA-(AZ) Tucson, 3605 E Broadway Blvd, +1 520-321-4232
-117.53929, 34.10673, Chick-fil-A - Rancho Cucamonga, USA-(CA) Rancho Cucamonga, 12190 Foothill Blvd, +1 909-899-4707
-117.55608, 33.89968, Chick-fil-A - Corona, USA-(CA) Corona, 450 Hidden Valley Pkwy, +1 951-279-4555
-117.83620, 34.02603, Chick-fil-A - City of Industry, USA-(CA) City Of Industry, 21550 Valley Blvd, +1 909-598-6300
-119.79046, 36.85285, Chick-fil-A - Fresno, USA-(CA) Fresno, 8040 N Blackstone Ave, +1 559-432-3622
-118.35458, 33.87174, Chick-fil-A - Redondo Beach, USA-(CA) Redondo Beach, 1815 Hawthorne Blvd, +1 310-214-5488
-111.97502, 41.07723, Chick-fil-A - Layton, USA-(UT) Layton, 2070 Layton Hills Mall, +1 801-546-4812
-116.96725, 32.62938, Chick-fil-A - Chula Vista, USA-(CA) Chula Vista, 2089 Olympic Pkwy, +1 619-482-6719
-118.28268, 34.01748, Chick-fil-A - Los Angeles, USA-(CA) Los Angeles, 3758 S Figueroa St, +1 213-747-8721
-116.20600, 43.60566, Chick-fil-A - Boise, USA-(ID) Boise, 1910 University Dr, +1 208-426-1642
-111.98433, 40.62404, Chick-fil-A - West Jordan, USA-(UT) West Jordan, 7676 Campus View Dr, +1 801-280-2103
-105.10938, 39.56335, Chick-fil-A - Littleton, USA-(CO) Littleton, 9976 W Remington Pl, +1 720-922-2070
-106.74500, 32.31160, Chick-fil-A - Las Cruces, USA-(NM) Las Cruces, 700 S Telshor Blvd, +1 575-522-8204
-105.09056, 39.62046, Chick-fil-A - Lakewood, USA-(CO) Lakewood, 5260 S Wadsworth Blvd, +1 720-922-1999
-104.80735, 41.16199, Chick-fil-A - Cheyenne, USA-(WY) Cheyenne, 1400 Dell Range Blvd, +1 307-632-7801
-112.23268, 33.63590, Chick-fil-A - Peoria, USA-(AZ) Peoria, 16657 N 83rd Ave, +1 623-878-0885
-112.35563, 33.63858, Chick-fil-A - Surprise, USA-(AZ) Surprise, 13725 W Bell Rd, +1 623-584-7795
-111.86998, 33.43398, Chick-fil-A - Mesa, USA-(AZ) Mesa, 905 N Dobson Rd, +1 480-834-0573
-122.48616, 48.73888, Chick-fil-A - Bellingham, USA-(WA) Bellingham, 516 High St, +1 360-650-7457
-122.05295, 38.26132, Chick-fil-A - Fairfield, USA-(CA) Fairfield, 1350 Travis Blvd, +1 707-427-3317
-118.56214, 34.41951, Chick-fil-A - Santa Clarita, USA-(CA) Santa Clarita, 24180 Magic Mountain Pkwy, +1 661-799-3663
-110.97834, 32.29077, Chick-fil-A - Tucson, USA-(AZ) Tucson, 4585 N Oracle Rd, +1 520-408-2456
-111.79377, 40.37679, Chick-fil-A - American Fork, USA-(UT) American Fork, 183 NW State Rd, +1 801-763-2697
-111.80592, 33.38296, Chick-fil-A - Mesa, USA-(AZ) Mesa, 1664 S Stapley Dr, +1 480-892-9714
-117.17793, 33.13427, Chick-fil-A - San Marcos, USA-(CA) San Marcos, 587 Grand Ave, +1 760-736-8105
-117.29497, 33.17848, Chick-fil-A - Oceanside, USA-(CA) Oceanside, 3475 Marron Rd, +1 760-720-9199
-106.65610, 35.20600, Chick-fil-A - Albuquerque, USA-(NM) Albuquerque, 3801 Ellison Rd NW, +1 505-898-8988
-112.12288, 33.66775, Chick-fil-A - Phoenix, USA-(AZ) Phoenix, 3001 W Agua Fria Fwy, +1 623-581-3277
-104.82479, 39.70895, Chick-fil-A - Aurora, USA-(CO) Aurora, 14200 E Alameda Ave, +1 303-364-8601
