-82.97623, 39.36010, Best Western Adena Inn, USA-(OH) Chillicothe, 1250 N Bridge Street, +1 740-775-7000
-93.36251, 43.14378, Best Western Holiday Lodge, USA-(IA) Clear Lake, 2023 7th Avenue N, +1 641-357-5253
-89.37087, 38.39102, Best Western U. S. Inn, USA-(IL) Nashville, 11640 State Route 127, +1 618-478-5341
-80.28553, 25.80831, Best Western Plus Miami Airport North Hotel & Suites, USA-(FL) Miami Springs, 131 Fairway Drive
-84.65444, 34.07740, Best Western Acworth Inn, USA-(GA) Acworth, 5155 Cowan Road, +1 770-974-0116
-70.15147, 43.81345, Best Western Plus Freeport Inn, USA-(ME) Freeport, 31 US Route 1, +1 207-865-3106
-80.60559, 28.36892, Best Western Ocean Beach Hotel & Suites, USA-(FL) Cocoa Beach, 5600 N Atlantic Avenue, +1 321-783-7621
-121.74466, 38.54222, Best Western University Lodge, USA-(CA) Davis, 123 B Street, +1 530-756-7890
-93.23374, 45.16236, Best Western Plus Blaine at the National Sports Center, USA-(MN) Blaine, 10580 Baltimore Street NE, +1 763-792-0750
-77.80280, 40.83868, Best Western Plus University Park Inn & Suites, USA-(PA) State College, 115 Premiere Drive, +1 814-234-8393
-118.29269, 33.74279, Best Western Plus San Pedro Hotel & Suites, USA-(CA) San Pedro, 111 S Gaffey Street, +1 310-514-1414
-122.02939, 37.39228, Best Western Plus Silicon Valley Inn, USA-(CA) Sunnyvale, 600 N Mathilda Avenue, +1 408-735-7800
-122.77051, 45.30540, Best Western Wilsonville Inn & Suites, USA-(OR) Wilsonville, 29769 SW Boones Ferry Road, +1 503-570-9700
-95.84692, 36.26506, Best Western Owasso Inn & Suites, USA-(OK) Owasso, 7653 N Owasso Expressway, +1 918-272-2000
-117.09778, 32.63904, Best Western South Bay Inn, USA-(CA) Chula Vista, 710 E Street, +1 619-420-5183
-81.33877, 41.66624, Best Western Plus Lawnfield Inn & Suites, USA-(OH) Mentor, 8434 Mentor Avenue, +1 440-205-7378
-117.99062, 33.76413, Best Western Palm Garden Inn, USA-(CA) Westminster, 13659 Beach Boulevard, +1 714-373-3200
-73.68909, 42.73382, Best Western Plus Franklin Square Inn Troy/Albany, USA-(NY) Troy, 1 4th Street, +1 518-274-8800
-81.46333, 28.45806, Best Western Plus Orlando Gateway Hotel, USA-(FL) Orlando, 7299 Universal Boulevard, +1 407-351-5009
-123.04641, 43.80450, Best Western Cottage Grove Inn, USA-(OR) Cottage Grove, 1601 Gateway Boulevard, +1 541-942-1000
-102.89031, 31.57474, Best Western Plus Monahans Inn & Suites, USA-(TX) Monahans, 2101 S Betty Street, +1 432-943-3360
-108.45570, 39.09090, Best Western Grande River Inn & Suites, USA-(CO) Clifton, 3228 I-70 Business Loop, +1 970-434-3400
-97.69107, 30.22036, Best Western Plus Austin Airport Inn & Suites, USA-(TX) Austin, 1805 Airport Commerce Drive, +1 512-386-5455
-96.88163, 31.32094, Best Western Marlin Inn & Suites, USA-(TX) Marlin, 100 FM Highway 147, +1 254-883-6000
-80.94953, 26.75355, Best Western of Clewiston, USA-(FL) Clewiston, 1020 W Sugarland Highway, +1 863-983-3400
-99.77723, 30.50687, Best Western Plus Dos Rios, USA-(TX) Junction, 244 Dos Rios Drive, +1 325-446-3700
