-80.87835, 34.12972, Massage Envy Spa - Sandhill #852, USA-(SC) Columbia, 630-3 Promenade Place, +1 (803) 788-8811
-80.80719, 35.17111, Massage Envy Spa - Myers Park #0423, USA-(NC) Charlotte, 2907 Providence Rd. Suite 106, +1 (704) 970-4444
-77.49805, 37.58202, Massage Envy Spa - Richmond Willow Lawn #0610, USA-(VA) Richmond, 1601 Willow Lawn Dr. #304 - E, +1 (804) 440-0004
-88.05688, 41.85936, Massage Envy Spa - Glen Ellyn #0296, USA-(IL) Glen Ellyn, 709 Roosevelt Road, +1 (630) 790-4400
-104.90129, 39.65210, Massage Envy Spa - Tiffany Plaza #0155, USA-(CO) Denver, 7300 E. Hampden Avenue Suite A-1, +1 (303) 220-0600
-105.08998, 39.93343, Massage Envy - Broomfield #0021, USA-(CO) Broomfield, 1170 US HWY 287 Suite 300, +1 (303) 404-ENVY
-89.47690, 43.01551, Massage Envy - Fitchburg #0709, USA-(WI) Fitchburg, 6231 McKee Road Suite A, +1 (608) 663-1900
-122.47042, 48.73146, Massage Envy - Bellingham #576, USA-(WA) Bellingham, 330 36th Street, +1 (360) 756-1100
-96.81768, 32.95479, Massage Envy - Prestonwood #0740, USA-(TX) Dallas, 5225 Belt Line Road Suite 250, +1 (972) 388-5500
-86.62581, 36.33200, Massage Envy - Hendersonville #0608, USA-(TN) Hendersonville, 1050 Glenbrook Way #200, +1 (615) 822-7636
-85.87235, 30.21324, Massage Envy - Pier Park #0342 (see MORE), USA-(FL) Panama City Beach, 15801 Front Beach Rd., +1 (850) 563-0070
-84.41283, 33.80935, Massage Envy Spa - Howell Mill #805, USA-(GA) Atlanta, 1801 Howell Mill Road, +1 (404) 352-3330
-88.31422, 41.69768, Massage Envy Spa - Oswego #0306, USA-(IL) Oswego, 1770 Douglas Rd., +1 (630) 554-5055
-117.64024, 34.13293, Massage Envy - Upland #0174, USA-(CA) Upland, 1900 N. Campus Avenue Suite C, +1 (909) 946-9996
-95.42798, 29.72778, Massage Envy - West University #0184, USA-(TX) Houston, 5162 Buffalo Speedway, +1 (713) 664-ENVY
-82.52201, 27.38898, Massage Envy Spa - Sarasota North #0640, USA-(FL) Sarasota, 2855 University Parkway, +1 (941) 556-6400
-121.76567, 38.56096, Massage Envy Spa - Davis #0247, USA-(CA) Davis, 1411 W. Covell Blvd. Suite 101, +1 (530) 758-ENVY
-80.98069, 34.94011, Massage Envy Spa - Rock Hill #887, USA-(SC) Rock Hill, 636 Crown Pointe Lane, +1 (803) 412-3313
-104.88828, 39.59705, Massage Envy - Denver Tech Center #0207, USA-(CO) Greenwood Village, 6570 South Yosemite Street #B-2, +1 (303) 220-ENVY
-111.63844, 33.25227, Massage Envy Spa - Queen Creek #0595, USA-(AZ) Queen Creek, 21582 S. Ellsworth Loop Rd. Suite 110, +1 (480) 888-2800
-87.65445, 41.91480, Massage Envy Spa - Lincoln Park South #0449, USA-(IL) Chicago, 1845 North Clybourn, +1 (773) 904-1100
-93.43557, 44.85669, Massage Envy Spa - Eden Prairie #0535, USA-(MN) Eden Prairie, 11995 Singletree Lane Suite 100, +1 (952) 641-1200
-87.75719, 42.08295, Massage Envy Spa - Wilmette #0286, USA-(IL) Wilmette, 3232 Lake Ave. Unit 165, +1 (847) 267-0101
-77.53524, 43.10222, Massage Envy - Pittsford #0817, USA-(NY) Rochester, 3400 Monroe Avenue, +1 (585) 641-ENVY
-117.86497, 33.88779, Massage Envy - Placentia #0241, USA-(CA) Placentia, 122 East Yorba Linda Boulevard, +1 (714) 528-ENVY
-80.26371, 27.22303, Massage Envy Spa - Stuart #936, USA-(FL) Stuart, 1503 NW Federal Hwy, +1 (772) 497-7500
-80.12902, 40.26737, Massage Envy - McMurray #0773, USA-(PA) McMurray, 4120 Washington Road Suite 120, +1 (724) 942-0600
