-85.8232,33.6851,"Big Lots-Anniston,AL","3124 Mcclellan Boulevard, Anniston,AL 36201, (256) 236-9480"
-87.0282,34.7859,"Big Lots-Athens,AL","603 US Highway 72 West, Athens,AL 35611, (256) 230-3601"
-85.4448,32.6255,"Big Lots-Auburn,AL","1716 Opelika Road, Auburn,AL 36830, (334) 826-0050"
-86.9968037,33.3593919,"Big Lots-Bessemer,AL","710 Academy Drive, Bessemer,AL 35022, (205) 426-5513"
-86.6820625,33.4186339,"Big Lots-Birmingham,AL","5287 Highway 280, Birmingham,AL 35242, (205) 991-3328"
-86.6265428,33.642711,"Big Lots-Birmingham,AL","5903 Trussville Crossing Parkway, Birmingham,AL 35235, (205) 655-6183"
-86.8537,34.1507,"Big Lots-Cullman,AL","1619 Town Square Southwest, Cullman,AL 35055, (256) 737-0267"
-86.9771,34.5786,"Big Lots-Decatur,AL","1820 6th Avenue Southeast, Decatur,AL 35601, (256) 308-0490"
-85.4231825,31.247501,"Big Lots-Dothan,AL","2821 Montgomery Highway, Dothan,AL 36303, (334) 792-4331"
-85.8315,31.3238,"Big Lots-Enterprise,AL","630 Boll Wevil Circle, Enterprise,AL 36330, (334) 308-2727"
-87.8867,30.5229,"Big Lots-Fairhope,AL","150 Eastern Shore Shopping Center, Fairhope,AL 36532, (251) 929-3640"
-87.6563656,34.8211328,"Big Lots-Florence,AL","1700 Darby Drive, Florence,AL 35630, (256) 764-8704"
-87.6830374,30.367843,"Big Lots-Foley,AL","3161 S McKenzie St, Foley,AL 36535, (251) 943-8762"
-85.7334,34.4324,"Big Lots-Fort Payne,AL","110 Dekalb Plaza Boulevard Southwest, Fort Payne,AL 35967, (256) 845-8186"
-86.0422,34.0229,"Big Lots-Gadsden,AL","2509 West Meighan Boulevard, Gadsden,AL 35904, (256) 546-5974"
-86.3119,34.3203,"Big Lots-Guntersville,AL","14228 Highway 431 South, Guntersville,AL 35976, (256) 571-0280"
