-86.696468,33.5879624,"Pets Supplies Plus-Birmingham,AL","228 Gadsden Hwy, Birmingham,AL 35235-1006, 205-836-3738"
-86.8203592,33.4641235,"Pets Supplies Plus-Homewood,AL","421 Green Springs Hwy, Homewood,AL 35209-4921, 205-942-6462"
-88.190498,30.6738959,"Pets Supplies Plus-Mobile,AL","803 Hillcrest Rd, Mobile,AL 36695-3909, 251-343-9702"
-86.7917709,33.3334198,"Pets Supplies Plus-Pelham,AL","1928 Hwy 31 South, Pelham,AL 35244-1141, 205-978-9788"
-87.5286179,33.1855965,"Pets Supplies Plus-Tuscaloosa,AL","2600 Mcfarland Blvd E, Tuscaloosa,AL 35405-1800, 205-345-1212"
-94.0093765,36.329071,"Pets Supplies Plus-Rogers,AR","4327 S Plasant Crossing Blvd [ste E], Rogers,AR 72756, none listed"
-119.6929779,36.8096733,"Pets Supplies Plus-Clovis,CA","1235 Shaw Avenue, Clovis,CA 93612, 559-298-9738"
-119.803631,36.8085773,"Pets Supplies Plus-Fresno,CA","638 W Shaw Ave [Ste 59], Fresno,CA 93704, 559-221-9738"
-121.7413909,37.6972246,"Pets Supplies Plus-Livermore,CA","4500 Arroyo Vista Drive, Livermore,CA 95380, 925-373-9738"
-121.2709808,38.1152458,"Pets Supplies Plus-Lodi,CA","1411 South Stockton Street, Lodi,CA 95240, 209-333-7330"
-121.9245529,36.6083984,"Pets Supplies Plus-Pacific Grove,CA","120 Country Club Gate, Pacific Grove,CA 93950, 831-646-9738"
-121.4921446,38.5381816,"Pets Supplies Plus-Sacramento,CA","2018 Sutterville Road, Sacramento,CA 95822, 916-452-9738"
-121.3259735,38.0204659,"Pets Supplies Plus-Stockton,CA","1140 West Hammer Lane, Stockton,CA 95209, 209-474-2195"
-121.3153992,37.9691391,"Pets Supplies Plus-Stockton,CA","1416 Country Club Boulevard, Stockton,CA 95204, 209-948-9491"
-120.8797455,37.5187454,"Pets Supplies Plus-Turlock,CA","2840 Countryside Drive, Turlock,CA 95380, 209-656-7085"
-121.7270927,38.6700752,"Pets Supplies Plus-Woodland,CA","2091 Bronze Star Drive, Woodland,CA 95776, 530-669-7382"
-105.0532986,39.8445227,"Pets Supplies Plus-Arvada,CO","8175 Sheridan Blvd [Unit A], Arvada,CO 80003, 303-429-9317 "
-105.0247879,39.6259003,"Pets Supplies Plus-Englewood,CO","5050 South Federal Blvd [Suite 25A], Englewood,CO 80110, coming soon"
-105.194297,39.7380893,"Pets Supplies Plus-Golden,CO","17205 South Golden Rd., Golden,CO 80401, 303-216-3294 "
-105.0240002,40.5255148,"Pets Supplies Plus-Fort Collins,CO","2912 Council Tree Ave [Ste 100], Fort Collins,CO 80525, 970-282-4326 "
-72.9042287,41.6972485,"Pets Supplies Plus-Bristol,CT","1168 Farmington Ave, Bristol,CT 06010-4752, 860-585-5544"
-73.4149399,41.4306183,"Pets Supplies Plus-Brookfield,CT","3 Federal Rd, Brookfield,CT 06804-2505, 203-885-0216"
-72.0566192,41.350624,"Pets Supplies Plus-Groton,CT","646-D Long Hill Rd, Groton,CT 06340-4210, 860-446-0022"
-72.5371979,41.7812345,"Pets Supplies Plus-Manchester,CT","283 Middle Tpke W, Manchester,CT 06040-3834, 860-533-9780"
-73.0143967,41.2571144,"Pets Supplies Plus-Orange,CT","471 Boston Post Rd, Orange,CT 06477-3509, 203-799-7387"
-73.1220703,41.2776794,"Pets Supplies Plus-Shelton,CT","675 Bridgeport Ave, Shelton,CT 06484-4747, 203-926-8422"
-72.7455215,41.786499,"Pets Supplies Plus-West Hartford,CT","2480 Albany Ave, West Hartford,CT 06117-2524, 860-570-2461"
-72.6553217,41.6881337,"Pets Supplies Plus-Wethersfield,CT","1142 Silas Deane Hwy, Wethersfield,CT 06109, 860-563-3510"
-72.7020645,41.7062416,"Pets Supplies Plus-Wethersfield,CT","1773 Berlin Tpke, Wethersfield,CT 06109-1303, 860-563-3110"
-75.546503,39.7909174,"Pets Supplies Plus-Wilmington,DE","2223 Concord Pike, Wilmington,DE 19803, 302-654-8901"
-81.4112154,30.3245851,"Pets Supplies Plus-Atlantic Beach,FL","977 Atlantic Blvd, Atlantic Beach,FL 32233, 904-853-6406 "
-82.7091309,27.9800098,"Pets Supplies Plus-Clearwater,FL","1500 N Mcmullen Booth Rd, Clearwater,FL 33759-5504, 727-726-5544"
-80.0813312,26.4396092,"Pets Supplies Plus-Delray Beach,FL","800 Linton Blvd, Delray Beach,FL 33444-8153, 561-330-0663"
